,Le piercing a causé une allergie.,Das Piercing hat eine Allergie verursacht.
,dans tous les cas,auf jeden Fall
,en aucun cas,auf keinen Fall
K5,"les habits, les vêtements",die Kleidung
,"le plaisir, divertissement",der Spass
,l’amour,die Liebe
,l’argent de poche,das Taschengeld
,"vouloir, souhaiter",sich wünschen
,il souhaite,er wünscht sich
,il a souhaité,er hat sich gewünscht
,Je voudrais un chien.,Ich wünsche mir einen Hund.
,rêver de,träumen von (+D)
,il rêve,er träumt
,il a rêvé,er hat geträumt
,Elle rêve  de vacances à la mer. ,Sie träumt von Ferien am Meer.  
,l’aventure,das Abenteuer
,les aventures,die Abenteuer
,Il aime voyager et cherche l’aventure.,Er liebt Reisen und sucht das Abenteuer.
,"chiller, se détendre",chillen
,il se détend,er chillt
,il s'est détendu,er hat gechillt
,le maquillage,das Make-up
,les maquillages,die Make-ups
,se maquiller,sich schminken
,il se maquille,er schminkt sich
,il s'est maquillé,er hat sich geschminkt
,se réjouir de,sich freuen über (+A)
,il se réjouit,er freut sich 
,il s'est réjouit,er hat sich gefreut
,Il s'est réjouit du cadeau. ,Er hat sich über das Geschenk gefreut.
,plaire,gefallen (+D)
,il plaît,er gefällt
,il plaisait,er gefiel
,il a plu,er hat gefallen
,Le cadeau me plaît.,Das Geschenk gefällt mir.
,l’argent,das Geld
,bon marché,billig
,cher,teuer
,offrir,schenken
,il offre,er schenkt
,il a offert,er hat geschenkt
,Elle a offert un livre à son frère.,Sie hat ihrem Bruder ein Buch geschenkt.
,le permis de conduire,der Führerschein
,J'ai reçu de l’argent pour le permis de conduire.,Zum Führerschein habe ich Geld bekommen.
,le bon,der Gutschein
,les bons,die Gutscheine
,à/pour Noël,zu Weihnachten
,pour la fête des mères,zum Muttertag
,pour la Saint-Valentin,zum Valentinstag
,Je me suis follement réjoui.,Ich habe mich wahnsinnig gefreut.
,J’étais vraiment heureux.,Ich war total glücklich.
,triste,traurig
,en colère,wütend
,fâché(e),sauer
,"offensé, vexé",beleidigt
,Elle est vite vexée.,Sie ist schnell beleidigt.
,gênant,peinlich
,C'est assez gênant.,Das ist mir ziemlich peinlich.
,la surprise,die Überraschung
,les surprises,die Überraschungen
,C'est une super surprise !,Das ist eine tolle Überraschung!
,le prix,der Preis
,les prix,die Preise
,commander,bestellen
,il commande,er bestellt
,il a commandé,er hat bestellt
,essayer,anprobieren
,il essaye,er probiert an
,il a essayé,er hat anprobiert
,dépenser,ausgeben
,il dépense,er gibt aus
,il dépensait,er gab aus
,il a dépensé,er hat ausgegeben
,économiser,sparen
,il économise,er spart
,il a économisé,er hat gespart
,payer,bezahlen
,il payait,er bezahlt
,il a payé,er hat bezahlt
,l’avantage,der Vorteil
,les avantages,die Vorteile
,le désavantage,der Nachteil
,les désavantages,die Nachteile
,bon maché,günstig
,cher,teuer
,Elle achète des chaussures bon marché.,Sie kauft günstige Schuhe.
,confortable,bequem
,inconfortable,unbequem
,"livrer, fournir",liefern
,il livre,er liefert
,il a livré,er hat geliefert
,conseiller,beraten
,il conseille,er berät
,il conseillait,er beriet
,il a conseillé,er hat beraten
,La vendeuse l’a bien conseillée.,Die Verkäuferin hat sie gut beraten.
,le futur,die Zukunft
,"Dans le futur, j’achèterai seulement dans les commerces.",In Zukunft kaufe ich nur noch im Geschäft.
,partout,überall
,les heures d’ouverture,die Öffnungszeiten
,la zone piétonne,die Fussgängerzone
,les zones piétonnes,die Fussgängerzonen
,le magasin,der Laden
,les magasins,die Läden
,Je préfère achter dans des petits commerces.,Ich kaufe lieber in kleinen Läden ein.
,le conseil,die Beratung
,Le conseil dans le magasin était très bien.,Die Beratung im Geschäft war sehr gut.
,partager,teilen
,il partage,er teilt
,il a partagé,er hat geteilt
,avoir besoin de,brauchen (+A)
,il a besoin,er braucht
,il a eu besoin,er hat gebraucht
,moins,weniger
,plus,mehr
,toujours plus,immer mehr
,renoncer à ,verzichten auf (+A)
,il renonce,er verzichtet
,il a renoncé,er hat verzichtet
,Je ne voudrais pas renoncer à ma musique.,Ich möchte nicht auf meine Musik verzichten.
,posséder,besitzen
,il possède,er besitzt
,il possédait,er besass
,il a possédé,er hat besessen
,Il possède une maison.,Er besitzt ein Haus.
,Je n’ai pas beaucoup de place.,Ich habe nicht viel Platz.
,J’ai assez de place.,Ich habe genug Platz.
,J’ai très peu de place.,Ich habe sehr wenig Platz.
,gagner de l’argent,verdienen
,il gagne de l’argent,er verdient
,il a gagné de l’argent,er hat verdient 
,J’aimerais bien gagner beaucoup d’argent.,Ich würde gern viel Geld verdienen.
,"donner, faire cadeau de ",verschenken
,il fait cadeau de,er verschenkt
,il a fait cadeau de,er hat verschenkt
,Elle fait cadeau de tous les livres.,Sie verschenkt aller Bücher.
,supporter,aushalten
,il supporte,er hält aus
,il supportait,er hielt aus
,il a supporté,er hat ausgehalten
,Je ne pourrais pas supporter cela.,Ich könnte das nicht aushalten!
,vivre consciemment,bewusst leben
,Il renonce à beaucoup de choses et vit consciemment.,Er verzichtet auf vieles und lebt bewusst.
K6,s’engager pour,sich engagieren für (+A)
,il s'engage,er engagiert sich 
,il s'est engagé,er hat sich engagiert
,engagé socialement,sozial engagiert
,engagé politiquement,politisch engagiert
,organiser une manifestation,eine Demonstration organisieren
,aider,helfen
,il aide,er hilft
,il aidait,er half
,il a aidé,er hat geholfen
,soutenir,unterstützen
,il soutient,er unterstützt
,il a soutenu,er hat unterstützt
,accumuler de l'expérience,Erfahrungen sammeln
,"participer, prendre part à",mitmachen
,il participe,er macht mit
,il a participé,er hat mitgemacht
,l’engagement,das Engagement
,L’engagement social est important aujourd’hui.,Soziales Engagement ist heute wichtig.
,"donner, faire un don",spenden
,il fait un don,er spendet
,il a fait un don,er hat gespendet
,la signature,die Unterschrift
,les signatures,die Unterschriften
,Nous avons rassemblé des signatures pour la protection des animaux.,Wir haben Unterschriften für den Tierschutz gesammelt.
,manifester pour ,demonstrieren für (+A)
,manifester contre,demonstrieren gegen (+A)
,il manifeste,er demonstriert
,il a manifesté,er hat demonstriert
,"traiter, s’y prendre",umgehen
,il s’y prend,er geht um
,il s'y prenait,er ging um
,il s'y est pris,er ist umgegangen
,Il sait bien s’y prendre avec les personnes âgées.,Er kann gut mit älteren Menschen umgehen.
,l’entraîneur,der Trainer
,les entraîneurs,die Trainer
,l’entraîneuse,die Trainerin
,les entraîneuses,die Trainerinnen
,le handicap,die Behinderung
,les handicaps,die Behinderungen
,"le club, l’association",der Verein
,"les clubs, les associations",die Vereine
,l’église,die Kirche
,les églises,die Kirchen
,l’environnement,die Umwelt
,la santé,die Gesundheit
,être actif,aktiv sein
,le jardin d’enfants,der Kindergarten
,les jardins d’enfants,die Kindergärten
, la politique,die Politik
,la protection de la nature,der Naturschutz
,la protection des animaux,der Tierschutz
,les pompiers,die Feuerwehr
,la culture,die Kultur
,"la culture, la formation",die Bildung
,le domaine,der Bereich
,les domaines,die Bereiche
,Elle est active dans le social.,Sie ist im sozialen Bereich aktiv.
,bénévole,ehrenamtlich
,Il est engagé bénévolement  et aide à la maison de retraite.,Er ist ehrenamtlich engagiert und hilft im Seniorenheim.
,la dispute,der Streit
,"serviable, prêt à aider",hilfsbereit
,patient,geduldig
,trouver une solution,eine Lösung finden
,se sentir bien,sich wohlfühlen
,la règle,die Regel
,les règles,die Regeln
,Ca me dérange que…,"Es stört mich, dass…"
,Ca m’énerve que…,"Es nervt mich, dass…"
,Ca me fâche que…,"Es ärgert mich, dass…"
,Je suis désolé.,Das tut mir leid.
,le délégué,der Klassensprecher
,les délégués,die Klassensprecher
,la déléguée,die Klassensprecherin
,les déléguées,die Klassensprecherinnen
,s’occuper de,sich kümmern um (+A)
,il s’occupe,er kümmert sich
,il s'est occupé,er hat sich gekümmert
,Eric ne s’occupe que de ses problèmes.,Eric kümmert sich nur um seine Probleme.
,la responsabilité,die Verantwortung
,Les délégués de classe s’engagent pour leurs camarades.,Klassensprecher übernehmen Verantwortung für ihre Mitschüler.
,attentif,aufmerksam
,inattentif,unaufmerksam
,"faire de la médiation, arbitrer",vermitteln
,il arbitre,er vermittelt
,il a arbitré,er hat vermittelt
,C'est important de faire de la médiation en cas de conflits.,"Es ist wichtig, bei Konflikten zu vermitteln."
,"insulter, blesser",beleidigen
,il insulte,er beleidigt
,il a insulté,er hat beleidigt
,s’imposer,sich durchsetzen
,il s’impose,er setzt sich durch
,il s'est imposé,er hat sich durchgesetzt
,"remplacer, représenter, défendre",vertreten
,il remplace,er vertretet
,il remplaçait,er vertritt
,il a remplacé,er hat vertreten
,Les délégués de classe défendent les intérêts des élèves.,Die Klassensprecher vertreten die Interessen der Schüler.
,"le marginal, l’exclu",der Aussenseiter
,"les marginaux, les exclus",die Aussenseiter
,"le médiateur, l’arbitre",der Streitschlichter
,"les médiateurs, les arbitres",die Streitschlichter
,"régler, arbitrer",schlichten
,il arbitre,er schlichtet
,il a arbitré,er hat geschlichtet
,bousculer,schubsen
,il bouscule,er schubst
,il a bousculé,er hat geschubst
,C’était par mégarde.,Das war ein Versehen. 
,le politicien,der Politiker
,les politiciens,die Politiker
,la politicienne,die Politikerin
,les politiciennes,die Politikerinnen
,"s’énerver, se fâcher",sich ärgern über (+A)
,il s’énerve,er ärgert sich
,il s'est énervé,er hat sich geärgert
,rêver de,träumen von (+D)
,il rêve,er träumt
,il a rêvé,er hat geträumt
,la pétition,die Petition
,leș pétitions ,die Petitionen
,la revendication,die Forderung
,les revendications,die Forderungen
,"revendiquer, exiger",fordern
,il revendique,er fordert
,il a revendiqué,er hat gefordert
,renoncer,aufgeben
,il renonce,er gibt auf
,il renonçait,er gab auf
,il a renoncé,er hat aufgegeben
,Il a renoncé à son projet.,Er hat sein Projekt aufgegeben.
,l’argument,das Argument
,les arguments,die Argumente
,Un argument supplémentaire pour est que…,"Ein weiteres Argument dafür ist, dass…"
,Un argument supplémentaire contre est que…,"Ein weiteres Argument dagegen ist, dass…"
,"la demande, la requête",der Antrag
,"les demandes, les requêtes",die Anträge
,refuser,ablehnen
,il refuse,er lehnt ab
,il a refusé,er hat abgelehnt
,La ville a refusé la demande.,Die Stadt hat den Antrag abgelehnt.
,"favoriser, soutenir",fördern
,il favorise,er fördert
,il a favorisé,er hat gefördert
,La ville soutient beaucoup d’autres projets.,Die Stadt fördert viele andere Projekte.
K7,autrefois,früher
,aujourd’hui,heute
,le téléphone portable,das Handy
,les téléphones portables,die Handys
,la série télé,die Fernsehserie
,les séries télé,die Fernsehserien
,la mode,die Mode
,les médias,die Medien
,le métier,der Beruf
,les métiers,die Berufe
,devenir célèbre,berühmt werden
,il devient célèbre,er wird berühmt
,il devint célèbre,er wurde berühmt
,il est devenu célèbre,er ist berühmt geworden
,le sentiment,das Gefühl
,les sentiments,die Gefühle
,amoureux,verliebt
,le souvenir,die Erinnerung
,les souvenirs,die Erinnerungen
,"se rappeler, se souvenir de",sich erinnern an (+A)
,il se souvient,er erinnert sich 
,il s'est souvenu,er hat sich erinnert
,l’enfance,die Kindheit
,"Dans mon enfance, tout cela était différent.",In meiner Kindheit war das  ganz anders.
,le jardin d’enfants,der Kindergarten
,les jardins d’enfants,die Kindergärten
,changer,sich verändern
,il change,er verändert sich
,il a changé,er hat sich verändert 
,"Elle a totalement changé: nouvelle coiffure, autres habits…","Sie hat sich total verändert: neue Frisur, andere Kleidung…"
,voter pour,wählen
,il vote,er wählt
,il a voté,er hat gewählt
,"Autrefois, les femmes n’avaient pas le droit de vote.",Früher durften Frauen nicht wählen.
,le programme,das Programm
,les proogrammes,die Programme
,Maintenant il y a trop de programmes à la télé.,Im Fernsehen gibt es jetzt zu viele Programme.
,"manquer, rater",verpassen
,il manque,er verpasst
,il a manqué,er hat verpasst
,fatigant,anstrengend
,"Autrefois, je voulais être boxeur, mais maintenant je pense que c’est trop fatigant. ","Früher wollte ich Boxer werden, aber das ist mir jetzt zu anstrengend."
,à l’ouest,im Westen
,à l’est,im Osten
,construire,bauen
,il construit,er baut
,il a construit,er hat gebaut
,fermer,schliessen
,il ferme,er schliesst
,il fermait,er schloss
,il a fermé,er hat geschlossen
,ouvrir,öffnen
,il ouvre,er öffnet
,il a ouvert,er hat geöffnet
,essayer,versuchen
,il essaye,er versucht
,il a essayer,er hat versucht
,la RFA,die BRD
,république fédérale d’Allemagne,Bundesrepublik Deutschland
,la RDA,die DDR
,république démocratique allemande,Deutsche Demokratische Republik
,l’état,der Staat
,les états,die Staaten
,le mur,die Mauer
,les murs,die Mauern
,"la frontière, la limite",die Grenze
,"les frontières, les limites",die Grenzen
,"divisé, séparé",geteilt
,La ville de Berlin était séparée par  le mur.,Berlin war durch die Mauer geteilt.
,la capitale,die Hauptstadt
,les capitales,die Hauptstädte
,tomber,fallen
,il tombe,er fällt
,il tombait,er fiel
,il est tombé,er ist gefallen
,Le mur est tombé le 9 novembre 1989.,Die Mauer fiel am 9.11.1989.
,la chute,der Fall
,La chute du mur a eu lieu le 9 novembre 1989.,Der Fall der Mauer war am 9.11.1989.
,fuir,fliehen
,il fuit,er flieht
,il fuyait,er floh
,il a fuit,er ist geflohen
,la manifestation,die Demonstration
,les manifestations,die Demonstrationen
,manifester,demonstrieren
,il manifeste,er demonstriert
,il a manifesté,er hat demonstriert
,la démocratie,die Demokratie
,les démocraties,die Demokratien
,la liberté,die Freiheit
,avoir lieu,stattfinden
,il a lieu,er findet … statt
,il avait lieu,er fand … statt
,il a eu lieu,er hat … stattgefunden
,au milieu,mitten
,Le mur passait au milieu de la ville.,Die Mauer ging mitten durch die Stadt.
,le gouvernement,die Regierung
,le citoyen,der Bürger
,les citoyens,die Bürger
,la citoyenne,die Bürgerin
,les citoyennes,die Bürgerinnen
,"créer, fonder",gründen
,il fonde,er gründet
,il a fondé,er hat gegründet
,En 1949 on a créé deux états allemands.,1949 hat man zwei deutsche Staaten gegründet.
,"la création, la fondation",die Gründung
,"les créations, les fondations",die Gründungen
,quitter,verlassen
,il quitte,er verlässt
,il quittait,er verliess
,il a quitté,er hat verlassen
,Il n’a jamais quitté la RDA.,Er hat die DDR nie verlassen.
,la réunification (allemande),die Wiedervereinigung
,"l’unité, l’unification",die Einheit
,Le jour de l’unité allemande est le 3 octobre.,Der 3. Oktober ist der Tag der deutschen Einheit.
,la guerre mondiale,der Weltkrieg
,les guerres mondiales,die Weltkriege
,La deuxième guerre mondiale a eu lieu de 1939 à 1945.,Der zweite Weltkrieg war von 1939 bis 1945.
,la fête nationale,der Nationalfeiertag
,"la nouvelle, l’information",die Nachricht
,"les nouvelles, les informations",die Nachrichten
,l’histoire,die Geschichte
,le héros,der Held
,l’héroine,die Heldin
,la prison,das Gefängnis
,les prisons,die Gefängnisse
,tirer,schiessen
,il tire,er schiesst
,il tirait,er schoss
,il a tiré,er hat geschossen
,Il tire sur la pomme.,Er schiesst auf den Apfel.
,le tir,der Schuss
,les tirs,die Schüsse
,la flèche,der Pfeil
,les flèches,die Pfeile
,promettre,versprechen
,il promet,er verspricht
,il promettait,er versprach
,il a promis,er hat  versprochen
,régner,herrschen
,il règne,er herrscht
,il a régné,er hat geherrscht
,respecter,respektieren
,il respecte,er respektiert
,il a respecté,er hat respektiert
,décider,beschliessen
,il décide,er beschliesst
,il décidait,er beschloss
,il a décidé,er hat beschlossen
,brutal,brutal
,"expulser, chasser",vertreiben
K8,l’année scolaire,das Schuljahr
,les années scolaires,die Schuljahre
,les études,"das Studium, die Studien"
,l’université,die Universität
,les universités,die Universitäten
,Je prévoie/planifie…,"Ich habe vor, …"
,J’espère que…,"Ich hoffe, dass…"
,le job de vacances,der Ferienjob
,les jobs de vacances,die Ferienjobs
,"la maturité, le baccalauréat (CH/A)",die Matura
,"la maturité, le baccalauréat (D)",das Abitur
,le stage,das Praktikum
,les stages,die Parktika
,"Pendant les vacances, il fait un stage dans un bureau.",In den Ferien macht ein ein Praktikum in einem Büro.
,faire une formation,eine Ausbildung machen
,indépendant,unabhängig
,"Si ja gagne de l’argent, je suis indépendant.","Wenn ich Geld verdiene, bin ich unabhängig."
,"réaliser,  exaucer",erfüllen
,il réalise,er erfüllt
,il a réalisé,er hat erfüllt
,"Avec le voyage, j’ai réalisé un grand  souhait.",Mit der Reise habe ich mir einen grossen Wunsch erfüllt.
,la course d’école,die Klassenfahrt
,les courses d’école,die Klassenfahrten
,les journées à thème/projet,die Projekttage
,s’intéresser à,sich interessieren für (+A)
,se réjouir de,sich freuen auf  (+A)
,se souvenir de,sich erinnern an (+A)
,Ca m’intéresse…,"Es interessiert mich, …"
,Ca fait plaisir…,"Es macht Spass, …"
,l’événement,das Ereignis
,les événements,die Ereignisse
,le concert scolaire,das Schulkonzert
,les concerts scolaires,die Schulkonzerte
,le tournoi,das Turnier
,les tournois,die Tourniere
,Qui a gagné le tournoi d’échecs?,Wer hat das Schachturnier gewonnen?
,le camp de ski,das Skilager
,la fête de Noël,die Weihnachtsfeier
,faire des vacances,Urlaub machen
,passionnant,spannend
,ennuyeux,langweilig
,intéressant,interessant
,dehors,draussen
,dedans,drinnen
,le cours de langue,der Sprachkurs
,les cours de langue,die Sprachkurse
,le participant,der Teilnehmer
,les participants,die Teilnehmer
,la participante,die Teilnehmerin
,les participantes,die Teilnehmerinnen
,"offrir, proposer",anbieten
,il offre,er bietet an
,il offrait,er bot an
,il a offert,er hat angeboten
,l’inscription,die Anmeldung
,les inscriptions,die Anmeldungen
,les frais,die Kosten 
,l’activité,die Aktivität
,les activités,die Aktivitäten
,Quelles activités proposez-vous ?,Welche Aktivitäten bietet ihr an?
,"l’excursion, la sortie",der Ausflug
,"les excursions, les sorties",die Ausflüge
,bénévole,freiwillig
,le logement,die Unterkunft
,les logements,die Unterkünfte
,Le logement est très cher.,Die Unterkunft ist sehr teuer.
,"la manifestation, l’événement",die Veranstaltung
,"les manifestations, les événements",die Veranstaltungen
,expérimenté,erfahren
,Notre entraineur est très expérimenté. Il fait ça depuis 15 ans.,Unser Trainer ist sehr erfahren. Er macht das seit 15 Jahren.
,l’expérience scientifique,das  Experiment
,les expériences scientifiques,die Experimente
,l'année prochaine,nächstes Jahr
,en 2020,im Jahr 2020
,le futur,die Zukunft
,bientôt,bald
,Nous nous voyons samedi. A bientôt !,Wir sehen uns am Samstag. Bis bald!
,dans quelques années,in ein paar Jahren
,dans 15 ans,in 15 Jahren
,dans le futur,in der Zukunft
,la centrale,das Kraftwerk
,les centrales,die Karftwerke
,le robot,der Roboter
,les robots,die Roboter
,"la prévision, la prédiction",die Prognose
,"les prévisions, les prédictions",die Prognosen
,mars,der Mars
,la puce,der Chip
,les puces,die Chips
,"Certains chats ont une puce dans le corps, pour qu’on puisse les retrouver.","Manche Katzen haben einen Chip im Körper, damit man sie finden kann."
,le laboratoire,das Labor
,les laboratoires,die Labore
,"Au laboratoire, on fait des expériences.",Im Labor macht man Experimente.
